
File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\UndoUmlHelperDecorator.java48,8,6,0,6,0,34,259,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\UndoUseCasesHelperDecorator.java49,9,6,0,6,0,34,259,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\UseCasesFactoryMDRImpl.java295,170,118,27,44,0,81,447,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\UseCasesHelperMDRImpl.java476,371,246,70,60,0,45,306,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\XmiHeaderProviderImpl.java88,35,18,0,9,0,44,281,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\XmiReaderImpl.java687,436,287,41,85,0,166,902,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\XmiReference.java70,15,11,2,6,0,49,342,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\XmiReferenceException.java77,17,12,1,11,0,49,337,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\XmiReferenceProviderImpl.java93,34,26,6,14,0,45,342,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\XmiReferenceResolverImpl.java619,307,210,58,40,0,272,1236,23,226
D:\work\featuremining\workspace\argouml\argouml-core-model-mdr\src\org\argouml\model\mdr\XmiWriterMDRImpl.java146,63,49,3,20,0,63,380,23,226
